date,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-05-17 00:00:00,0,23.1,39.1633333333333,21.08,39.156,24.236,37.036,23.29,36.9,21.2,40.0,9.39,17.6971428571429,23.5,34.24,24.5,39.29,,37.876,9.9,760.6,77.0,1.0,,
2016-05-17 00:10:00,0,23.1,39.29,21.0,39.2257142857143,24.29,37.1528571428571,23.2225,36.8175,21.18,39.94,9.39,18.1625,23.5,34.4,24.5,40.0,22.6285714285714,38.1214285714286,9.8,760.5499999999998,77.1666666666667,1.0,40.0,6.03333333333333
2016-05-17 00:20:00,0,23.1,39.29,21.0,39.29,24.29,37.254,23.2,,21.1,39.9285714285714,9.39,19.716,23.5,34.536,24.426666666666698,40.06666666666669,22.6,38.29,9.7,760.5,77.3333333333333,1.0,40.0,5.96666666666667
2016-05-17 00:30:00,0,23.0,39.26,20.9842857142857,39.3985714285714,24.29,37.29,23.1,36.9,21.0,40.0,9.452857142857138,21.3957142857143,23.5,34.6971428571429,24.39,40.09,22.6,38.38,9.6,760.45,77.5,1.0,40.0,5.9
2016-05-17 00:40:00,0,23.0,,20.89,39.518,24.29,37.4,23.1,36.9,20.9842857142857,40.14,9.456,22.816,23.5,34.79,24.39,,22.64,38.62,9.5,760.4,77.6666666666667,,40.0,5.8333333333333295
2016-05-17 00:50:00,0,23.0,39.2,20.89,39.59,24.3275,37.4625,23.1,36.933333333333294,20.89,40.276,9.468571428571428,23.7285714285714,23.5,34.79,24.39,40.59,22.6,38.7257142857143,9.4,760.35,77.8333333333333,1.0,40.0,5.76666666666667
2016-05-17 01:00:00,0,22.89,39.29,20.873333333333296,39.59,24.3757142857143,37.5,23.1,37.0,20.8614285714286,40.3685714285714,9.39,24.876,23.5,34.9,24.39,,22.6,38.9,9.3,760.2999999999998,78.0,1.0,40.0,5.7
2016-05-17 01:10:00,0,22.89,39.29,20.79,39.612,24.39,37.536,23.0,36.9,20.79,40.29,9.33857142857143,25.9785714285714,23.5,35.01875,24.323333333333295,40.4666666666667,22.6,38.97,9.26666666666667,760.283333333333,78.5,1.0,40.0,5.73333333333333
2016-05-17 01:20:00,0,22.89,39.29,20.772,39.7,24.437142857142895,37.564285714285695,23.0,36.9666666666667,20.7514285714286,40.30571428571431,9.3,26.512,23.5,35.1528571428571,24.323333333333295,40.3266666666667,22.62,39.112,9.233333333333329,760.266666666667,79.0,1.0,40.0,5.76666666666667
2016-05-17 01:30:00,0,22.89,39.29,20.736,39.718,24.5,37.7,23.0,37.0,20.7,40.4,9.26857142857143,27.4785714285714,23.5,35.254,24.29,40.06,,39.26,9.2,760.25,79.5,1.0,40.0,5.8
