date,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-05-03 00:00:00,0,22.5,39.1633333333333,20.7,,23.2,37.59,22.7,38.9,20.0,50.09,11.426666666666701,41.2,21.0,40.174,23.39,46.4666666666667,19.79,40.26428571428569,10.8,760.0,88.0,3.0,40.0,8.8
2016-05-03 00:10:00,0,22.39,39.1266666666667,20.6666666666667,40.4,23.2,37.6266666666667,22.6666666666667,38.9666666666667,20.0,50.09,11.4633333333333,43.7666666666667,21.0,40.3685714285714,23.39,46.5,19.79,40.44,10.933333333333302,760.0,88.0,,38.0,8.949999999999998
2016-05-03 00:20:00,0,22.39,39.2,20.6,40.4666666666667,23.2,37.7,22.6,38.9,20.0,50.0,11.39,44.7666666666667,21.0,40.5,23.39,46.4333333333333,19.8328571428571,40.59285714285709,11.066666666666698,760.0,88.0,3.33333333333333,36.0,9.1
2016-05-03 00:30:00,0,22.39,39.23,20.6,40.645,23.2,37.7,22.6,38.933333333333294,20.0,50.0,11.39,45.49666666666669,21.0,40.58,,46.4,19.83,,11.2,760.0,88.0,3.5,34.0,9.25
2016-05-03 00:40:00,0,22.39,39.29,20.566666666666695,40.8266666666667,23.2,37.7,22.6,39.0,20.0,49.9333333333333,11.4633333333333,47.03,21.0,40.832,23.29,46.4,19.79,40.76428571428569,11.333333333333302,760.0,88.0,3.6666666666666705,32.0,9.4
2016-05-03 00:50:00,0,22.356666666666698,39.4,20.5,40.9666666666667,23.29,37.73,22.566666666666695,39.0,20.0,49.9,11.5666666666667,49.96,21.0,41.0,23.29,46.4,19.83,40.976,11.466666666666699,760.0,88.0,3.8333333333333295,30.0,9.55
2016-05-03 01:00:00,0,22.29,39.4,20.5,41.1266666666667,23.23,37.73,22.5,39.06,19.926666666666698,49.9,11.5,51.4266666666667,21.0,40.9,23.29,46.4666666666667,19.8042857142857,41.02571428571431,11.6,760.0,88.0,4.0,28.0,9.7
2016-05-03 01:10:00,0,22.29,39.4666666666667,20.426666666666698,41.26,23.26,37.76,22.5,39.09,20.0,49.79,11.36,52.6266666666667,21.0,40.98571428571431,23.26,46.5,19.83,41.156,11.516666666666698,760.0,89.1666666666667,4.3333333333333295,32.16666666666669,9.8
2016-05-03 01:20:00,0,22.29,39.59,20.39,,23.26,37.76,22.5,39.09,19.926666666666698,49.79,11.2266666666667,51.96,21.0,40.895,23.2,46.5,19.8185714285714,41.2957142857143,11.433333333333302,760.0,90.3333333333333,4.66666666666667,36.3333333333333,9.9
2016-05-03 01:30:00,0,22.29,39.59,20.39,41.43,23.2,37.745,22.463333333333296,39.06,19.89,49.76,10.9633333333333,49.83,21.0,40.812,23.2,46.5,19.89,41.536,11.35,760.0,91.5,5.0,40.5,10.0
2016-05-03 01:40:00,0,22.2,39.59,20.29,41.5,23.2,37.79,22.39,38.933333333333294,19.89,49.7,10.83,48.2966666666667,21.0,40.8214285714286,23.1333333333333,46.4,19.89,41.6528571428571,11.266666666666698,760.0,92.6666666666667,5.3333333333333295,44.66666666666669,10.1
2016-05-03 01:50:00,0,22.2,39.59,20.29,41.5,23.1333333333333,37.863333333333294,22.39,38.9,19.89,49.7,10.595,46.545,21.0,40.7,23.2,46.4,19.89,41.718,11.183333333333302,760.0,93.8333333333333,5.66666666666667,48.8333333333333,10.2
2016-05-03 02:00:00,0,22.2,,20.29,41.53,23.1,37.933333333333294,22.39,38.8266666666667,19.89,49.7,10.09,45.0633333333333,21.0,40.6528571428571,23.1666666666667,46.5,19.89,41.79,11.1,760.0,95.0,6.0,53.0,10.3
2016-05-03 02:10:00,0,22.2,39.59,20.29,41.59,,38.0,22.356666666666698,38.7,19.89,49.59,9.69666666666667,45.3966666666667,21.0,40.634,23.1,46.5,19.89,41.94,10.933333333333302,760.0,93.5,6.1666666666666705,50.8333333333333,9.883333333333328
2016-05-03 02:20:00,0,22.2,39.59,20.26,41.56,23.2,37.9,22.29,38.6175,19.89,49.59,9.293333333333328,46.4,21.0,40.6214285714286,23.1,46.4,19.89,42.0128571428571,10.766666666666698,760.0,92.0,6.3333333333333295,48.66666666666669,9.46666666666667
