date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-04-15 00:00:00,50,0.0,22.5,41.5,20.533333333333296,43.56,23.39,39.79,22.5,39.9,20.7,53.3633333333333,10.33,52.8333333333333,21.2,36.65875,23.6,48.2,20.7,43.6633333333333,10.6,751.2999999999998,89.0,3.0,21.0,8.9
2016-04-15 00:10:00,50,0.0,22.5,41.59,20.5,43.7,23.39,39.79,22.5,39.975,20.7,53.29,10.2633333333333,53.7933333333333,21.2,36.7,23.542857142857095,48.3414285714286,20.7,43.826666666666696,10.4166666666667,751.216666666667,90.3333333333333,2.66666666666667,28.166666666666693,8.91666666666667
2016-04-15 00:20:00,40,10.0,22.5,41.59,20.426666666666698,43.76,23.5,39.933333333333294,22.5,40.06,20.7,53.1633333333333,10.19,54.7333333333333,21.2,36.718,23.5,48.696,20.7,43.9,10.2333333333333,751.1333333333331,91.6666666666667,2.3333333333333295,35.3333333333333,8.93333333333333
2016-04-15 00:30:00,70,0.0,22.5,41.7,20.39,43.9333333333333,23.5,40.0,22.5,40.1266666666667,,53.09,10.16,55.6566666666667,21.2,36.79,23.5,48.9971428571429,20.7,44.03,10.05,751.0499999999998,93.0,2.0,42.5,8.949999999999998
2016-04-15 00:40:00,50,0.0,22.426666666666698,41.6266666666667,20.39,,23.5,40.0,22.5,40.2,20.7,52.9666666666667,10.1,56.1966666666667,21.2,,23.5,49.374,20.7,44.09,9.86666666666667,750.966666666667,94.3333333333333,1.66666666666667,49.66666666666669,8.96666666666667
2016-04-15 00:50:00,50,0.0,22.39,41.7,20.356666666666698,44.1566666666667,23.5,40.0,22.39,40.1266666666667,20.7,52.9,10.1,56.7666666666667,21.2257142857143,36.9285714285714,23.5,49.64,20.7,44.23,9.68333333333333,750.8833333333331,95.6666666666667,1.33333333333333,56.8333333333333,8.983333333333329
2016-04-15 01:00:00,60,0.0,22.39,41.76,20.29,44.3175,,39.9,22.39,40.2,20.7,52.745,10.0333333333333,56.9666666666667,21.2,,23.5,49.678,20.7,44.3175,9.5,750.7999999999998,97.0,1.0,64.0,9.0
2016-04-15 01:10:00,60,0.0,22.356666666666698,41.79,20.29,44.4666666666667,23.6,40.0,22.39,40.2,20.7,52.6633333333333,10.0,57.4633333333333,21.2,37.0,23.4685714285714,49.53571428571429,20.7,44.4666666666667,9.46666666666667,750.6333333333331,97.3333333333333,1.16666666666667,62.6666666666667,9.01666666666667
2016-04-15 01:20:00,40,0.0,,41.863333333333294,20.26,44.5,23.6666666666667,40.06,22.39,40.26,20.7,52.59,10.0,57.8633333333333,21.2,37.0,23.434,49.334,20.7,44.53,9.43333333333333,,97.6666666666667,1.33333333333333,61.3333333333333,9.033333333333328
2016-04-15 01:30:00,50,0.0,22.29,41.9,20.2,44.56,23.6333333333333,40.03,22.39,40.29,20.6666666666667,52.4666666666667,9.963333333333328,58.5666666666667,21.2,37.0514285714286,,49.212857142857104,,44.59,9.4,750.2999999999998,98.0,1.5,60.0,9.05
