date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-04-08 00:00:00,70,0.0,21.6666666666667,38.79,19.2,41.525,22.533333333333296,38.09,20.89,38.2,20.0,47.7,7.045,47.8725,,36.4666666666667,22.1,38.4666666666667,20.6,41.4666666666667,6.5,754.2,,3.0,40.0,4.2
2016-04-08 00:10:00,50,0.0,21.6,38.79,19.2,41.76,22.5,38.1266666666667,20.89,38.2,20.0,47.76,7.0,48.3633333333333,21.39,36.59,22.1,38.4666666666667,20.6,41.6266666666667,6.425,754.1749999999998,85.8333333333333,3.0,39.0,4.258333333333329
2016-04-08 00:20:00,60,0.0,21.6,38.9,19.1666666666667,41.933333333333294,22.5,38.2,20.89,38.26,20.0,47.79,6.96666666666667,49.3,21.39,36.723333333333294,22.066666666666695,38.56666666666669,20.6,41.7,6.35,754.15,86.6666666666667,3.0,38.0,4.31666666666667
2016-04-08 00:30:00,60,0.0,21.6,38.9666666666667,19.1,42.06,22.5,38.23,20.856666666666698,38.3333333333333,20.0,47.79,6.8333333333333295,49.36,21.29,36.9,22.0,,20.6,41.8266666666667,6.275,754.125,87.5,3.0,37.0,4.375
2016-04-08 00:40:00,60,0.0,21.566666666666695,39.0,19.1,42.23,22.566666666666695,,20.79,38.26,20.0,47.9,6.656666666666671,49.4,21.29,36.9,22.0,39.03,20.6,41.9666666666667,6.2,754.1,88.3333333333333,3.0,36.0,4.43333333333333
2016-04-08 00:50:00,50,0.0,21.566666666666695,39.06,19.033333333333296,42.29,,38.29,20.79,38.29,20.0,,6.59,49.66,21.29,36.9,21.926666666666698,39.223333333333294,20.6,42.03,6.125,754.075,89.1666666666667,3.0,35.0,4.49166666666667
2016-04-08 01:00:00,50,0.0,21.5,39.09,19.0,42.4,22.6,38.29,20.79,38.29,20.0,47.9,6.56,50.5,21.29,36.9666666666667,21.89,39.56666666666669,20.6,42.09,6.05,754.0499999999998,90.0,3.0,34.0,4.55
2016-04-08 01:10:00,50,0.0,21.5,39.09,19.0,42.4666666666667,22.6,38.29,20.79,38.4,20.0,47.9,6.56,51.16666666666669,21.29,37.1266666666667,21.89,39.9,20.6,42.23,5.975,754.025,90.8333333333333,3.0,33.0,4.60833333333333
2016-04-08 01:20:00,40,0.0,21.5,39.2,18.963333333333296,42.59,22.6,38.29,20.79,38.4,19.963333333333296,48.0,6.72666666666667,51.8,21.29,37.2,21.89,40.1266666666667,20.6,42.29,5.9,754.0,91.6666666666667,3.0,32.0,4.66666666666667
2016-04-08 01:30:00,60,0.0,21.5,39.2,18.89,42.6633333333333,22.6,38.3266666666667,20.79,38.4,19.89,48.0,6.866666666666671,52.06,21.29,37.2,21.823333333333295,40.2,20.6,42.3266666666667,5.825,753.975,92.5,3.0,31.0,4.725
2016-04-08 01:40:00,50,0.0,21.5,39.29,18.89,42.79,22.525,38.4,20.79,38.4,19.89,48.0,6.866666666666671,51.7666666666667,21.29,37.3333333333333,21.79,40.29,20.6,42.4,5.75,753.95,93.3333333333333,3.0,30.0,4.78333333333333
2016-04-08 01:50:00,60,0.0,21.5,39.29,18.89,42.863333333333294,22.5,38.4,20.79,38.4666666666667,19.89,48.0,6.72666666666667,51.5,21.29,37.4,21.79,40.45,20.6,42.433333333333294,5.675,753.9249999999998,94.1666666666667,3.0,29.0,4.84166666666667
2016-04-08 02:00:00,60,0.0,21.426666666666698,39.2666666666667,18.79,42.9,22.5,38.4,20.7,38.5,19.963333333333296,48.0,6.526666666666671,51.3633333333333,21.29,37.4666666666667,21.7,40.59666666666671,,42.5,5.6,753.9,95.0,3.0,28.0,4.9
2016-04-08 02:10:00,60,0.0,21.426666666666698,39.3266666666667,18.79,42.9666666666667,22.5,38.4,20.76,38.5,19.89,48.0,6.26,51.1566666666667,21.29,37.53,21.7,40.863333333333294,20.6,42.59,5.65,753.9166666666669,,3.0,27.8333333333333,4.93333333333333
