date,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-05-09 00:00:00,0,24.5,,23.5,37.09,26.29,38.06,24.77,36.055,23.566666666666695,39.4,15.716,7.436,24.2,38.6214285714286,24.5,42.2,23.2,41.99285714285709,17.3,751.7,57.0,3.0,40.0,8.599999999999998
2016-05-09 00:10:00,0,24.5,38.433333333333294,23.5,37.1633333333333,26.29,38.03,24.765,36.0575,23.5,39.4,15.528571428571398,7.82857142857143,24.236,38.7,24.5,42.29,23.2,42.174,17.1166666666667,751.733333333333,57.6666666666667,,40.0,8.58333333333333
2016-05-09 00:20:00,0,24.5,38.433333333333294,23.39,37.23,26.29,,24.76,36.06,23.5,39.5,15.456,8.04,24.2514285714286,38.7,24.452857142857095,42.29,23.2,42.3214285714286,16.9333333333333,751.766666666667,58.3333333333333,2.66666666666667,40.0,8.56666666666667
2016-05-09 00:30:00,0,24.5,38.5,23.39,37.29,26.29,,24.755,36.0625,23.5,39.5,15.3771428571429,8.53571428571429,24.29,38.7,24.434,42.254,23.2,42.5,16.75,751.7999999999998,59.0,2.5,40.0,8.55
2016-05-09 00:40:00,0,24.5,38.5,23.39,37.433333333333294,26.29,38.2,24.75,36.065,23.5,39.5,15.3,9.06333333333333,24.29,38.7257142857143,24.4214285714286,42.2514285714286,23.2,42.6528571428571,16.5666666666667,751.833333333333,59.6666666666667,2.3333333333333295,40.0,8.53333333333333
2016-05-09 00:50:00,0,24.5,38.5,23.323333333333295,37.5,26.29,38.2,24.745,36.0675,23.5,39.5,15.312857142857101,8.97,24.29,38.7,24.434,42.036,,42.812,16.3833333333333,751.866666666667,,2.16666666666667,40.0,8.51666666666667
2016-05-09 01:00:00,0,,38.5,23.29,37.6266666666667,26.29,38.2,24.74,36.07,23.5,39.59,15.497142857142899,7.928571428571429,24.29,38.71,24.405714285714303,41.797142857142894,23.2,42.9971428571429,16.2,751.9,61.0,2.0,40.0,8.5
2016-05-09 01:10:00,0,24.5,38.5,23.23,37.6266666666667,26.323333333333295,38.2,24.735,36.0725,23.426666666666698,39.59,15.6,7.674,24.29,38.59,24.39,41.516,23.29,43.334,16.1,751.8833333333331,61.1666666666667,2.0,40.0,8.483333333333329
2016-05-09 01:20:00,0,24.5,38.5,23.2,37.6266666666667,26.39,38.2,24.73,36.075,23.463333333333296,39.56,15.527142857142898,7.769999999999999,24.29,38.554,24.39,41.4,23.2385714285714,43.47,16.0,751.866666666667,61.3333333333333,2.0,40.0,8.46666666666667
2016-05-09 01:30:00,0,24.463333333333296,38.56,23.2,37.7,26.39,38.2,24.725,36.0775,23.39,39.5,15.39,7.012,24.29,38.52571428571431,,41.29,23.218,43.652,15.9,751.85,61.5,,40.0,8.449999999999998
2016-05-09 01:40:00,0,24.39,,23.2,37.73,26.39,38.2,24.72,36.08,23.39,39.5,15.325714285714302,6.36857142857143,24.29,38.536,24.39,41.1371428571429,23.2514285714286,43.88142857142861,15.8,751.833333333333,61.6666666666667,2.0,40.0,8.43333333333333
2016-05-09 01:50:00,0,24.39,38.5,23.125,37.79,26.39,38.2,24.715,36.0825,23.39,39.5,15.19,6.0,24.29,38.45571428571431,24.33,40.98,23.29,44.09,15.7,751.8166666666668,61.8333333333333,2.0,40.0,8.41666666666667
2016-05-09 02:00:00,0,24.39,38.5,23.1,,26.39,38.2,24.71,36.085,23.39,39.433333333333294,15.098571428571399,6.21,24.29,38.42,,40.8685714285714,23.29,44.1528571428571,15.6,751.7999999999998,62.0,2.0,40.0,8.4
2016-05-09 02:10:00,0,24.39,38.5,23.0,37.7,26.39,38.2,24.705,36.0875,23.39,39.4,15.0,6.212,24.29,38.564285714285695,24.35,40.656,23.29,44.218,15.55,751.783333333333,61.6666666666667,2.0,40.0,8.26666666666667
2016-05-09 02:20:00,0,24.39,38.433333333333294,23.0,37.76,26.39,38.2,24.7,36.09,23.39,39.4,15.0,6.525714285714289,24.29,38.554,24.29,40.577142857142896,23.29,44.321428571428605,,751.766666666667,61.3333333333333,2.0,40.0,8.13333333333333
2016-05-09 02:30:00,0,24.39,38.4,23.0,37.79,26.39,38.23,24.7,36.1266666666667,23.39,39.29,14.89,6.65,24.29,38.4428571428571,24.29,40.5,23.29,44.5,15.45,751.75,61.0,2.0,40.0,
2016-05-09 02:40:00,0,24.39,38.4,23.0,37.863333333333294,26.39,38.2225,24.7,36.2,23.39,39.363333333333294,,6.81,24.29,38.378,24.29,40.52571428571431,23.29,44.55625,15.4,751.733333333333,60.6666666666667,2.0,40.0,7.866666666666669
2016-05-09 02:50:00,0,24.39,38.4,22.89,37.9,26.39,38.2,24.692857142857104,36.2,23.39,39.29,14.912,6.898,24.29,38.2257142857143,24.29,40.4,23.29,,15.35,751.716666666667,60.3333333333333,2.0,40.0,7.733333333333332
2016-05-09 03:00:00,0,24.39,38.4,22.89,37.9,26.39,38.2,24.6857142857143,36.2,23.323333333333295,39.29,15.0,7.00428571428571,24.29,38.2,24.29,40.30571428571431,23.29,44.79,15.3,751.7,60.0,2.0,40.0,7.599999999999999
2016-05-09 03:10:00,0,24.39,38.4,22.856666666666698,37.9,26.39,38.26,24.678571428571402,36.2,23.29,39.29,15.0,7.476,24.29,38.2,24.29,40.29,23.29,44.86857142857139,15.183333333333302,751.733333333333,60.1666666666667,2.16666666666667,40.0,7.51666666666667
2016-05-09 03:20:00,0,24.365,38.4,22.79,37.9,26.39,38.29,24.6714285714286,36.2,23.29,39.29,14.838571428571399,7.382857142857141,24.29,38.178,24.27875,40.2425,23.33,45.0,15.066666666666698,751.766666666667,60.3333333333333,2.3333333333333295,40.0,7.43333333333333
2016-05-09 03:30:00,0,,38.4,22.79,38.0,26.39,38.29,24.664285714285697,36.2,23.29,39.29,14.594,7.034,24.264285714285695,38.09,24.2,40.09,23.3185714285714,45.0514285714286,14.95,751.7999999999998,60.5,2.5,40.0,7.349999999999999
2016-05-09 03:40:00,0,24.29,38.3266666666667,22.79,38.0,26.356666666666698,38.29,24.657142857142897,36.2,23.29,39.29,14.247142857142899,7.304285714285709,24.29,38.44,24.2,40.09,23.33,45.112,14.833333333333302,751.833333333333,60.6666666666667,2.66666666666667,40.0,7.26666666666667
2016-05-09 03:50:00,0,24.29,38.4,22.76,38.0,26.29,38.29,24.65,36.2,23.29,39.29,14.154000000000002,7.876,24.29,38.4428571428571,24.2,40.0385714285714,23.29,45.2,14.716666666666699,751.866666666667,60.8333333333333,2.8333333333333295,40.0,7.18333333333333
