date,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-05-02 00:00:00,0,22.2,35.1633333333333,19.39,37.0,22.2,,20.89,34.09,20.0,51.2666666666667,4.53,17.3,19.463333333333296,29.26,23.39,40.7,19.6,38.45,6.3,766.0,69.0,1.0,40.0,0.9
2016-05-02 00:10:00,0,22.1333333333333,35.1633333333333,19.39,37.06,22.2,35.70000000000001,20.856666666666698,34.06,,51.06,4.56,17.2,19.463333333333296,29.3266666666667,23.323333333333295,40.7,19.6,38.5,6.16666666666667,766.0,69.6666666666667,1.0,40.0,0.9166666666666669
2016-05-02 00:20:00,0,22.1,35.20000000000001,19.29,37.1266666666667,22.2,35.70000000000001,20.79,34.0,20.0,50.9333333333333,4.5,17.4666666666667,19.426666666666698,29.323333333333295,23.26,41.0,19.6,38.56,6.03333333333333,766.0,70.3333333333333,1.0,40.0,0.933333333333333
2016-05-02 00:30:00,0,22.1,35.20000000000001,19.23,37.2,22.2,35.70000000000001,20.79,33.9,20.0,50.76,4.5,17.23,19.5,29.39,23.2,41.4,19.6,38.6266666666667,5.9,766.0,71.0,1.0,40.0,0.95
2016-05-02 00:40:00,0,22.0,35.23,19.2,37.23,22.2,35.70000000000001,20.79,33.9,20.0,50.5666666666667,4.56,17.023333333333298,19.426666666666698,29.323333333333295,23.2,41.7666666666667,19.6,,5.76666666666667,766.0,71.6666666666667,1.0,40.0,0.966666666666667
2016-05-02 00:50:00,0,22.0,35.363333333333294,19.1333333333333,37.29,22.2,35.70000000000001,20.73,33.9,19.89,50.43,4.56,17.6233333333333,19.5,29.39,,41.9666666666667,19.6,38.79,5.633333333333329,766.0,72.3333333333333,1.0,40.0,0.9833333333333328
2016-05-02 01:00:00,0,21.963333333333296,35.43333333333331,19.1,37.4,22.2,35.76,,34.0,19.89,50.23,4.5,17.69,19.426666666666698,29.323333333333295,23.1,42.3,19.6,,5.5,766.0,73.0,1.0,40.0,1.0
2016-05-02 01:10:00,0,21.89,35.56,,37.4,22.2,35.70000000000001,20.7,34.0,19.89,50.06,4.36666666666667,17.93,19.426666666666698,29.323333333333295,23.1,42.6933333333333,19.6,38.9,5.2,765.9333333333329,75.3333333333333,1.0,40.0,1.11666666666667
2016-05-02 01:20:00,0,21.89,35.59000000000001,19.0,37.433333333333294,22.2,35.73,20.7,,19.89,49.86,4.16,18.596666666666696,19.39,29.29,23.1,42.9633333333333,19.6,38.9666666666667,4.9,,77.6666666666667,1.0,40.0,1.23333333333333
2016-05-02 01:30:00,0,21.823333333333295,35.53,18.9175,37.5225,22.2,35.73,20.7,34.09,19.89,49.6633333333333,3.76,18.9,19.4725,29.365,23.1,43.1633333333333,19.6,39.03,4.6,765.7999999999998,80.0,1.0,40.0,1.35
2016-05-02 01:40:00,0,21.79,35.53,18.823333333333295,37.53,22.2,35.79,20.7,34.2,19.89,49.4975,3.595,20.2425,19.426666666666698,29.39,23.0,43.03,19.6,,4.3,765.733333333333,82.3333333333333,,40.0,1.46666666666667
2016-05-02 01:50:00,0,21.73,35.59000000000001,18.79,37.59,22.2,35.73,20.7,34.2,19.89,49.2666666666667,3.43333333333333,21.763333333333296,19.39,29.39,23.0,43.1175,19.6,39.2,4.0,765.6666666666669,84.6666666666667,1.0,40.0,1.58333333333333
2016-05-02 02:00:00,0,21.7,35.59000000000001,18.79,37.6633333333333,22.2,35.70000000000001,20.6666666666667,34.2,19.79,48.9666666666667,3.13333333333333,23.023333333333298,19.39,29.39,23.0,43.1266666666667,19.6,39.2,3.7,765.6,87.0,1.0,,1.7
2016-05-02 02:10:00,0,21.7,35.59000000000001,18.7,37.73,22.2,35.70000000000001,20.6,34.2,19.79,48.826666666666696,2.93333333333333,23.83,19.39,29.39,22.89,42.93,19.6,39.2,3.65,765.583333333333,87.0,1.0,40.0,1.65
2016-05-02 02:20:00,0,21.7,35.59000000000001,18.7,37.863333333333294,22.23,35.59000000000001,20.6,34.2,19.79,48.6633333333333,2.7,24.8,19.39,29.39,22.89,42.73,19.6,39.2,3.6,765.5666666666668,87.0,1.0,40.0,1.6
2016-05-02 02:30:00,0,21.6,,18.6,37.9,22.23,35.53,20.6,34.2,19.79,48.53,2.7,25.593333333333298,19.39,29.463333333333296,22.89,42.4666666666667,19.6,39.2,3.55,765.5499999999998,87.0,1.0,40.0,1.55
2016-05-02 02:40:00,0,21.6,35.5,18.6,37.9,22.2,35.5,20.6,34.29,19.79,48.3633333333333,2.73,27.193333333333296,19.39,29.463333333333296,22.89,42.4,19.6,39.2,3.5,765.533333333333,87.0,1.0,40.0,1.5
2016-05-02 02:50:00,0,21.5,35.59000000000001,18.566666666666695,38.0,22.2675,35.595,20.6,34.29,19.79,48.29,,28.733333333333295,19.39,29.426666666666698,22.79,42.23,19.6666666666667,39.363333333333294,3.45,765.516666666667,87.0,1.0,40.0,1.45
2016-05-02 03:00:00,0,21.5,35.59000000000001,18.5,38.0,22.29,,20.5,34.3266666666667,19.76,48.1633333333333,2.76,30.1,19.39,29.5,22.79,42.29,19.6,39.29,3.4,765.5,87.0,1.0,40.0,1.4
2016-05-02 03:10:00,0,21.5,35.70000000000001,18.5,38.09,22.29,35.73,20.5,34.4,19.76,47.9633333333333,2.5666666666666695,30.366666666666696,19.39,29.5,22.76,42.29,19.6,39.4,3.16666666666667,765.483333333333,88.0,1.0,40.0,1.31666666666667
2016-05-02 03:20:00,0,21.5,35.70000000000001,18.426666666666698,38.09,22.29,35.79,20.5,34.4,19.7,47.8633333333333,2.36333333333333,31.363333333333298,19.39,29.5,22.7,42.29,19.6,39.4,2.93333333333333,765.466666666667,89.0,1.0,40.0,1.23333333333333
2016-05-02 03:30:00,0,21.39,35.6266666666667,18.39,38.09,22.323333333333295,35.79,20.5,34.4,19.7,47.73,2.23,,19.39,29.5,22.7,42.4,19.6,39.4666666666667,2.7,765.45,90.0,1.0,40.0,1.15
2016-05-02 03:40:00,0,21.39,35.70000000000001,18.39,38.09,22.39,35.863333333333294,20.5,34.4,19.7,47.56,2.16333333333333,33.5933333333333,19.39,29.5,22.7,42.4,19.6,39.5,2.4666666666666694,765.4333333333329,91.0,1.0,40.0,1.06666666666667
2016-05-02 03:50:00,0,21.39,35.70000000000001,18.323333333333295,38.2,22.39,35.93333333333331,20.5,34.4,19.7,47.5,2.09,,19.39,29.5,22.6666666666667,42.223333333333294,19.6,39.56,2.2333333333333294,765.4166666666669,92.0,1.0,40.0,0.9833333333333328
2016-05-02 04:00:00,0,21.323333333333295,35.70000000000001,18.323333333333295,38.2,22.39,35.93333333333331,20.5,34.4,19.7,47.3633333333333,1.9666666666666697,33.7633333333333,19.39,29.5,22.6,42.03,19.6,39.59,2.0,765.4,93.0,1.0,40.0,0.9
2016-05-02 04:10:00,0,21.29,35.79,18.29,,22.426666666666698,36.03,20.39,34.29,19.7,47.23,1.9,34.5633333333333,19.39,29.5,22.6,42.03,19.6,39.59,2.03333333333333,765.35,92.3333333333333,1.0,38.0,0.85
2016-05-02 04:20:00,0,21.29,35.79,18.29,38.29,22.5,36.09,20.39,34.29,19.7,47.09,1.9,35.745,19.39,29.5,22.6,42.03,,39.7,2.06666666666667,765.2999999999998,91.6666666666667,1.0,36.0,0.8
2016-05-02 04:30:00,0,21.29,35.79,18.2,38.29,22.5,36.2,20.39,34.29,19.7,47.03,1.72666666666667,35.79,19.39,29.6,22.566666666666695,41.9,,39.7,2.1,765.25,91.0,1.0,34.0,0.75
2016-05-02 04:40:00,0,21.23,35.79,18.2,38.29,22.5,36.26,20.39,34.29,19.6,46.8633333333333,1.53333333333333,35.79,19.39,29.6,22.5,41.8266666666667,19.6333333333333,39.73,2.13333333333333,765.2,90.3333333333333,1.0,32.0,0.7
2016-05-02 04:50:00,0,21.2,35.9,18.1333333333333,,22.5,36.23,20.39,34.29,19.6,,1.39,36.2333333333333,19.39,29.6,22.5,41.8266666666667,19.6333333333333,39.73,2.16666666666667,765.15,89.6666666666667,1.0,30.0,0.65
