date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-04-04 00:00:00,50,0.0,22.1,44.59,20.79,45.23,23.0,41.79,21.1,44.09,19.815,50.3975,14.69,40.2233333333333,21.1666666666667,40.2,24.39,49.6266666666667,20.323333333333295,46.1633333333333,15.0,748.6,76.0,5.0,40.0,10.7
2016-04-04 00:10:00,60,0.0,22.033333333333296,44.53,20.79,45.29,23.0,41.79,21.1666666666667,44.0,19.79,50.29,14.4633333333333,41.2566666666667,21.1,40.2,24.323333333333295,49.76,20.323333333333295,46.29,14.966666666666699,748.583333333333,76.1666666666667,5.0,38.16666666666669,10.7
2016-04-04 00:20:00,50,10.0,22.0,44.4666666666667,20.73,45.4,23.0,41.79,21.1,44.0,19.79,50.2,14.33,,21.1,40.2,24.356666666666698,50.03,20.323333333333295,46.29,14.933333333333302,748.5666666666668,76.3333333333333,5.0,36.3333333333333,10.7
2016-04-04 00:30:00,70,0.0,22.0,44.4666666666667,20.73,45.4666666666667,23.0,41.79,21.1,44.0,19.79,50.1266666666667,14.0666666666667,,21.1,40.2,24.29,50.2233333333333,20.39,46.29,14.9,748.5499999999998,,5.0,34.5,10.7
2016-04-04 00:40:00,70,0.0,22.0,44.45,20.7,45.53,23.0,41.79,21.1,44.0,19.79,50.0,13.866666666666701,45.1333333333333,21.1,40.2,24.29,50.45,20.323333333333295,46.23,14.8666666666667,748.533333333333,76.6666666666667,5.0,32.66666666666669,10.7
2016-04-04 00:50:00,50,0.0,22.0,44.5,20.7,45.59,23.0,41.79,21.1,44.0,,50.0,13.8,45.9933333333333,21.1,40.2,24.26,50.4,20.39,46.2,14.833333333333302,748.516666666667,76.8333333333333,5.0,30.8333333333333,10.7
2016-04-04 01:00:00,60,0.0,21.926666666666698,44.5,20.6666666666667,45.6633333333333,23.0,41.76,21.1,44.0,19.79,49.9666666666667,,46.4666666666667,21.1,40.2,24.2,50.326666666666696,20.39,46.26,14.8,748.5,77.0,5.0,29.0,10.7
2016-04-04 01:10:00,60,0.0,22.0,44.5,20.6,45.6633333333333,23.0,41.76,21.1,44.0,19.79,49.9,13.8,46.9933333333333,21.1,40.2,24.2,50.5,20.39,46.326666666666696,14.6,748.516666666667,78.0,4.66666666666667,29.0,10.7166666666667
2016-04-04 01:20:00,60,0.0,21.926666666666698,44.5,20.6,45.73,23.0,41.7,21.1,44.0,19.79,49.8633333333333,13.86,47.6,21.1,40.2,24.1333333333333,50.5,20.39,46.4666666666667,14.4,748.533333333333,79.0,4.3333333333333295,29.0,10.7333333333333
2016-04-04 01:30:00,50,0.0,21.963333333333296,44.5,20.533333333333296,45.79,23.0,41.7,21.1,44.0,19.79,49.79,13.8,47.6566666666667,21.1,40.2,24.066666666666695,50.56,20.39,46.7666666666667,14.2,748.5499999999998,80.0,4.0,29.0,10.75
